,fighter_name,Height,Weight,Reach,Stance,DOB,Height_cm,Weight_kg,Gender
1111,Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982",180.34,77.11,male
1114,Garett Whiteley,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980",182.88,70.31,male
1115,Garreth McLellan,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",185.42,83.91,male
1116,Garrett Gross,"5' 9""",155 lbs.,"69""",Orthodox,"Aug 08, 1988",175.26,70.31,male
1123,Gasan Umalatov,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",180.34,77.11,male
1125,Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",167.64000000000001,65.77,male
1126,Geane Herrera,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990",165.1,56.7,male
1127,Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",187.96,83.91,male
1130,Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",180.34,77.11,male
1134,George Roop,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",185.42,61.23,male
1135,George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",177.8,70.31,male
1137,George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",182.88,77.11,male
1139,Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",180.34,83.91,male
1141,Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979",180.34,83.91,male
1142,Gerald Meerschaert,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",185.42,83.91,male
1144,Geraldo de Freitas,"5' 9""",135 lbs.,"72""",Orthodox,"Sep 30, 1991",175.26,61.23,male
1146,Germaine de Randamie,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",175.26,61.23,female
1150,Gesias Cavalcante,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983",172.72,70.31,male
1153,Gian Villante,"6' 3""",205 lbs.,"76""",Orthodox,"Aug 18, 1985",190.5,92.99,male
1155,Giga Chikadze,"6' 0""",145 lbs.,"72""",Orthodox,"Aug 25, 1988",182.88,65.77,male
1158,Gilbert Burns,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 20, 1986",177.8,70.31,male
1160,Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",175.26,65.77,male
1162,Gilbert Smith,"5' 9""",185 lbs.,"75""",Southpaw,"Oct 19, 1981",175.26,83.91,male
1163,Gilbert Yvel,"6' 2""",225 lbs.,"77""",Orthodox,"Jun 30, 1976",187.96,102.06,male
1167,Gina Mazany,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988",167.64000000000001,61.23,female
1171,Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",177.8,70.31,male
1173,Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",187.96,92.99,male
1174,Godofredo Pepey,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987",170.18,65.77,male
1176,Gokhan Saki,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983",182.88,92.99,male
1178,Goran Reljic,"6' 3""",205 lbs.,"81""",Southpaw,"Mar 20, 1984",190.5,92.99,male
1179,Grant Dawson,"5' 10""",145 lbs.,"72""",Switch,"Feb 20, 1994",177.8,65.77,male
1180,Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",175.26,70.31,male
1181,Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",195.57999999999998,120.2,male
1184,Greg Rebello,"6' 0""",240 lbs.,"73""",Southpaw,"Jun 13, 1982",182.88,108.86,male
1186,Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",180.34,77.11,male
1189,Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",170.18,70.31,male
1191,Grigorii Popov,"5' 7""",135 lbs.,"68""",Switch,"Apr 18, 1984",170.18,61.23,male
1192,Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979",167.64000000000001,61.23,male
1194,Guilherme Vasconcelos,"6' 0""",185 lbs.,"74""",Orthodox,"Mar 23, 1986",182.88,83.91,male
1196,Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",180.34,77.11,male
1198,Guto Inocente,"6' 3""",205 lbs.,"77""",Orthodox,"May 29, 1986",190.5,92.99,male
1200,Hacran Dias,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984",172.72,70.31,male
1201,Hakeem Dawodu,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991",172.72,65.77,male
1203,Hannah Cifers,"5' 1""",115 lbs.,"63""",Orthodox,"Jun 26, 1992",154.94,52.16,female
1204,Hannah Goldy,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992",162.56,52.16,male
1206,Hans Stringer,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 06, 1987",190.5,92.99,male
1210,Hatsu Hioki,"5' 11""",145 lbs.,"70""",Orthodox,"Jul 18, 1983",180.34,65.77,male
1215,Heath Herring,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978",193.04,113.4,male
1217,Hector Aldana,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 17, 1988",180.34,77.11,male
1218,Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",175.26,83.91,male
1220,Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",157.48000000000002,56.7,male
1221,Hector Urbina,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",180.34,77.11,male
1223,Henrique da Silva,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989",190.5,92.99,male
1225,Henry Cejudo,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987",162.56,61.23,male
1227,Henry Martinez,"5' 7""",155 lbs.,"68""",Southpaw,"Aug 07, 1983",170.18,70.31,male
1231,Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",167.64000000000001,70.31,male
1232,Hernani Perpetuo,"6' 0""",170 lbs.,"74""",Orthodox,"May 24, 1985",182.88,77.11,male
1240,Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981",175.26,77.11,male
1247,Holly Holm,"5' 8""",145 lbs.,"69""",Southpaw,"Oct 17, 1981",172.72,65.77,female
1251,Houston Alexander,"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972",182.88,92.99,male
1253,Hu Yaozong,"6' 3""",205 lbs.,"72""",Orthodox,"Apr 07, 1995",190.5,92.99,male
1258,Hugo Viana,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",167.64000000000001,61.23,male
1264,Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",190.5,77.11,male
1266,Ian Entwistle,"5' 5""",135 lbs.,"64""",Orthodox,"Nov 19, 1986",165.1,61.23,male
1268,Ian Heinisch,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988",180.34,83.91,male
1270,Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",165.1,56.7,male
1277,Igor Araujo,"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980",185.42,77.11,male
1280,Igor Pokrajac,"6' 0""",205 lbs.,"76""",Orthodox,"Jan 02, 1979",182.88,92.99,male
1284,Ildemar Alcantara,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982",187.96,83.91,male
1285,Iliarde Santos,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 25, 1980",165.1,56.7,male
1287,Ilir Latifi,"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983",177.8,92.99,male
1291,Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",185.42,92.99,male
1294,Irene Aldana,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",175.26,61.23,female
1295,Isaac Vallie-Flagg,"5' 8""",155 lbs.,"68""",Orthodox,"Apr 08, 1978",172.72,70.31,male
1298,Islam Makhachev,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",177.8,70.31,male
1299,Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996",177.8,77.11,male
1300,Israel Adesanya,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",193.04,83.91,male
1305,Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",165.1,61.23,male
1306,Iuri Alcantara,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",175.26,61.23,male
1308,Ivan Jorge,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980",175.26,70.31,male
1310,Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982",167.64000000000001,65.77,male
1313,Ivan Shtyrkov,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988",182.88,92.99,male
1316,JC Cottrell,"5' 9""",155 lbs.,"71""",Orthodox,"Nov 04, 1989",175.26,70.31,male
1317,JJ Aldrich,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 29, 1992",165.1,56.7,female
1320,JP Buys,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 30, 1996",167.64000000000001,56.7,male
1322,JR Coughran,"5' 6""",145 lbs.,"71""",Orthodox,"May 17, 1994",167.64000000000001,65.77,male
1324,Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",185.42,83.91,male
1325,Jack Hermansson,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",185.42,83.91,male
1326,Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",182.88,83.91,male
1327,Jack May,"6' 8""",255 lbs.,"79""",Switch,"Apr 14, 1981",203.2,115.67,male
1333,Jacob Kilburn,"5' 9""",145 lbs.,"71""",Orthodox,"Jun 28, 1995",175.26,65.77,male
1336,Jacob Volkmann,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",175.26,70.31,male
1339,Jaime Alvarez,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988",172.72,56.7,male
1342,Jairzinho Rozenstruik,"6' 4""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",193.04,109.77,male
1343,Jake Collier,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988",190.5,92.99,male
1344,Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",175.26,77.11,male
1345,Jake Hecht,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 09, 1984",182.88,77.11,male
1346,Jake Lindsey,"5' 11""",155 lbs.,"71""",Switch,"Jun 21, 1986",180.34,70.31,male
1347,Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",180.34,77.11,male
1348,Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",190.5,92.99,male
1350,Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",182.88,77.11,male
1352,Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",190.5,70.31,male
1354,Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",177.8,65.77,male
1355,Jameel Massouh,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984",177.8,65.77,male
1356,Jamelle Jones,"6' 0""",205 lbs.,"75""",Orthodox,"Jan 31, 1988",182.88,92.99,male
1358,James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",193.04,92.99,male
1363,James Head,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",185.42,77.11,male
1364,James Irvin,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 12, 1978",187.96,92.99,male
1365,James Krause,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",187.96,77.11,male
1367,James McSweeney,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",193.04,104.33,male
1368,James Moontasri,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988",177.8,77.11,male
1369,James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988",177.8,110.22,male
1371,James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",187.96,83.91,male
1375,James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",190.5,70.31,male
1377,James Wallace,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 17, 1992",177.8,70.31,male
1378,James Wilks,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978",185.42,77.11,male
1380,Jamie Colleen,"5' 3""",115 lbs.,"65""",Orthodox,"Nov 02, 1985",160.02,52.16,male
1382,Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989",154.94,52.16,female
1383,Jamie Pickett,"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988",187.96,83.91,male
1384,Jamie Varner,"5' 8""",155 lbs.,"72""",Orthodox,"Oct 12, 1984",172.72,70.31,male
1386,Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",187.96,92.99,male
1390,Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",180.34,83.91,male
1392,Jared Gordon,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988",175.26,70.31,male
1393,Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982",190.5,83.91,male
1394,Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988",172.72,61.23,male
1396,Jared Rosholt,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986",187.96,120.2,male
1397,Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983",190.5,120.2,male
1398,Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",160.02,56.7,male
1402,Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",180.34,92.99,male
1404,Jason Day,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981",182.88,83.91,male
1406,Jason Dent,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980",177.8,70.31,male
1412,Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",187.96,70.31,male
1414,Jason High,"5' 8""",155 lbs.,"71""",Southpaw,"Oct 12, 1981",172.72,70.31,male
1416,Jason Jackson,"6' 1""",170 lbs.,"78""",Orthodox,"Oct 30, 1990",185.42,77.11,male
1417,Jason Knight,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",177.8,65.77,male
1418,Jason Lambert,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",190.5,83.91,male
1419,Jason MacDonald,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",190.5,83.91,male
1422,Jason Miller,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 24, 1980",185.42,83.91,male
1423,Jason Novelli,"6' 0""",155 lbs.,"75""",Orthodox,"Jun 08, 1979",182.88,70.31,male
1426,Jason Saggo,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985",180.34,70.31,male
1432,Jason Young,"5' 9""",145 lbs.,"73""",Orthodox,"Jun 28, 1986",175.26,65.77,male
1434,Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",170.18,65.77,male
1438,Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976",182.88,77.11,male
1445,Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977",167.64000000000001,61.23,male
1446,Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978",170.18,61.23,male
1447,Jeff Hughes,"6' 2""",250 lbs.,"78""",Orthodox,"May 17, 1988",187.96,113.4,male
1449,Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",175.26,112.04,male
1453,Jenel Lausa,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",165.1,56.7,male
1455,Jennifer Maia,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",162.56,56.7,female
1456,Jens Pulver,"5' 7""",145 lbs.,"70""",Southpaw,"Dec 06, 1974",170.18,65.77,male
1466,Jeremy Horn,"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975",185.42,83.91,male
1468,Jeremy Kennedy,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992",180.34,65.77,male
1469,Jeremy Kimball,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991",182.88,92.99,male
1471,Jeremy Larsen,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",177.8,65.77,male
1474,Jeremy Stephens,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986",172.72,65.77,male
1482,Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",172.72,61.23,male
1486,Jess Liaudin,"5' 9""",170 lbs.,"72""",Orthodox,,175.26,77.11,male
1490,Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984",187.96,83.91,male
1495,Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",175.26,77.11,male
1497,Jesse Ronson,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 24, 1985",177.8,70.31,male
1499,Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",182.88,77.11,male
1500,Jessica Aguilar,"5' 3""",115 lbs.,"63""",Orthodox,"May 08, 1982",160.02,52.16,female
1501,Jessica Andrade,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",154.94,52.16,female
1502,Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",167.64000000000001,56.7,female
1504,Jessica Rakoczy,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 14, 1977",170.18,52.16,female
1505,Jessica-Rose Clark,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 28, 1987",165.1,56.7,female
1506,Jessin Ayari,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",182.88,70.31,male
1508,Ji Yeon Kim,"5' 7""",125 lbs.,"72""",Orthodox,"Oct 18, 1989",170.18,56.7,female
1509,Jianping Yang,"5' 7""",145 lbs.,"65""",Orthodox,"Nov 27, 1988",170.18,65.77,male
1510,Jim Alers,"5' 9""",145 lbs.,"71""",Orthodox,"Oct 14, 1986",175.26,65.77,male
1511,Jim Miller,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",172.72,70.31,male
1513,Jimi Manuwa,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",185.42,92.99,male
1514,Jimmie Rivera,"5' 4""",135 lbs.,"68""",Orthodox,"Jun 29, 1989",162.56,61.23,male
1516,Jimmy Crute,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996",187.96,92.99,male
1517,Jimmy Quinlan,"6' 0""",185 lbs.,"72""",Orthodox,"May 25, 1986",182.88,83.91,male
1518,Jimmy Wallhead,"5' 10""",170 lbs.,"73""",Orthodox,"Mar 14, 1984",177.8,77.11,male
1519,Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",175.26,65.77,male
1521,Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",167.64000000000001,61.23,male
1522,Joachim Christensen,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978",190.5,92.99,male
1524,Joanna Jedrzejczyk,"5' 6""",125 lbs.,"65""",Orthodox,"Aug 18, 1987",167.64000000000001,56.7,female
1525,Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985",167.64000000000001,56.7,female
1529,Joao Zeferino,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 15, 1986",180.34,77.11,male
1531,Joby Sanchez,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991",167.64000000000001,61.23,male
1532,Jocelyn Jones-Lybarger,"5' 7""",115 lbs.,"64""",Orthodox,"Oct 04, 1985",170.18,52.16,female
1533,Jodie Esquibel,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",154.94,52.16,female
1539,Joe Doerksen,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",182.88,83.91,male
1541,Joe Duffy,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",177.8,70.31,male
1542,Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",175.26,70.31,male
1543,Joe Giannetti,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995",182.88,70.31,male
1544,Joe Gigliotti,"5' 11""",185 lbs.,"69""",Orthodox,"Aug 13, 1993",180.34,83.91,male
1548,Joe Lauzon,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",177.8,70.31,male
1549,Joe Lowry,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 12, 1989",177.8,70.31,male
1551,Joe Merritt,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 07, 1984",182.88,77.11,male
1556,Joe Proctor,"5' 10""",155 lbs.,"72""",Orthodox,"Aug 10, 1985",177.8,70.31,male
1558,Joe Riggs,"6' 0""",185 lbs.,"70""",Southpaw,"Sep 23, 1982",182.88,83.91,male
1562,Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",167.64000000000001,61.23,male
1563,Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",170.18,65.77,male
1569,Joel Alvarez,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1994",190.5,70.31,male
1573,Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",185.42,83.91,male
1576,Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",177.8,70.31,male
1581,John Alessio,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 05, 1979",177.8,70.31,male
1584,John Castaneda,"5' 7""",135 lbs.,"70""",Switch,"Dec 18, 1991",170.18,61.23,male
1585,John Cholish,"5' 11""",155 lbs.,"72""",Orthodox,"Dec 17, 1983",180.34,70.31,male
1587,John Cofer,"5' 9""",155 lbs.,"73""",Southpaw,"Apr 29, 1984",175.26,70.31,male
1590,John Dodson,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",160.02,61.23,male
1595,John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982",167.64000000000001,65.77,male
1596,John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979",175.26,70.31,male
1597,John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985",175.26,70.31,male
1599,John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",185.42,77.11,male
1601,John Howard,"5' 7""",170 lbs.,"71""",Orthodox,"Mar 01, 1983",170.18,77.11,male
1606,John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",160.02,61.23,male
1608,John Maguire,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983",175.26,70.31,male
1609,John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",172.72,70.31,male
1612,John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984",167.64000000000001,56.7,male
1614,John Phillips,"5' 11""",185 lbs.,"75""",Southpaw,"Jun 09, 1985",180.34,83.91,male
1620,John Salter,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",185.42,83.91,male
1623,Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",177.8,61.23,male
1624,Johnny Case,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989",177.8,70.31,male
1626,Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",170.18,61.23,male
1630,Johnny Walker,"6' 5""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",195.57999999999998,92.99,male
1631,Johny Hendricks,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",175.26,83.91,male
1632,Jon Delos Reyes,"5' 6""",125 lbs.,"67""",Orthodox,"Aug 19, 1987",167.64000000000001,56.7,male
1633,Jon Fitch,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978",182.88,77.11,male
1635,Jon Jones,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",193.04,92.99,male
1637,Jon Madsen,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",182.88,108.86,male
1638,Jon Manley,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 07, 1986",185.42,77.11,male
1641,Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",180.34,70.31,male
1644,Jonathan Brookins,"6' 0""",145 lbs.,"73""",Southpaw,"Aug 13, 1985",182.88,65.77,male
1646,Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",182.88,77.11,male
1647,Jonathan Martinez,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1986",172.72,61.23,male
1648,Jonathan Meunier,"6' 3""",170 lbs.,"75""",Switch,"Aug 04, 1987",190.5,77.11,male
1649,Jonathan Pearce,"6' 0""",155 lbs.,"71""",Switch,"May 01, 1992",182.88,70.31,male
1653,Jonathan Wilson,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987",187.96,92.99,male
1654,Jonavin Webb,"5' 10""",170 lbs.,"71""",Orthodox,"Apr 28, 1989",177.8,77.11,male
1662,Jordan Espinosa,"5' 6""",125 lbs.,"71""",Orthodox,"Nov 08, 1989",167.64000000000001,56.7,male
1664,Jordan Griffin,"5' 10""",145 lbs.,"72""",Southpaw,"Feb 28, 1990",177.8,65.77,male
1665,Jordan Johnson,"6' 2""",205 lbs.,"79""",Orthodox,"Nov 18, 1988",187.96,92.99,male
1666,Jordan Mein,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989",182.88,77.11,male
1669,Jordan Rinaldi,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 25, 1987",177.8,65.77,male
1670,Jordan Williams,"6' 0""",170 lbs.,"75""",Southpaw,"Oct 13, 1990",182.88,77.11,male
1671,Jordan Wright,"6' 2""",185 lbs.,"77""",Orthodox,"Oct 07, 1991",187.96,83.91,male
1672,Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",170.18,70.31,male
1675,Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",180.34,77.11,male
1679,Jorge Rivera,"6' 1""",185 lbs.,"73""",Orthodox,"Feb 28, 1972",185.42,83.91,male
1680,Jorge Santiago,"6' 1""",170 lbs.,"74""",Orthodox,"Oct 09, 1980",185.42,77.11,male
1681,Jorge de Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 22, 1980",172.72,70.31,male
